"riactivityId","riactivityTypeName","year","date","domainName","interventionAreaName"
"docdbRS20150331A1","Patent",2016,"2016-01-01","Heavy machinery","Advanced materials"
"docdbRS20100273A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-109514","FP7",2013,"2013-09-01","Energy","Social and economic transformations"
"docdbUS2015275168A1","Patent",2015,"2015-01-01","Health & wellbeing","Noncommunicable and rare diseases"
"CORDIS-109831","FP7",2013,"2013-09-01","Process industries and materials","Advanced materials"
"docdbRS20080490A","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20090348A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-200558","H2020",2016,"2016-01-01","Better societies - governance, culture, education and the economy","Next generation internet"
"docdbRS20080442A","Patent",2010,"2010-01-01","Heavy machinery","Food systems"
"CORDIS-92303","FP7",2009,"2009-06-01","ICT","Artificial intelligence and robotics"
"561098-CREA-1-2015-1-BA-MED-MARKETACC","Creative Europe",2015,"2015-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"CORDIS-208315","H2020",2017,"2017-02-01","Health & wellbeing","Infectious diseases"
"docdbRS20080578A","Patent",2009,"2009-01-01","Heavy machinery","Noncommunicable and rare diseases"
"docdbWO2013049898A1","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20080067A","Patent",2009,"2009-01-01","Electric and electronic technologies","Energy storage"
"docdbUS8494234B1","Patent",2013,"2013-01-01","ICT","Artificial intelligence and robotics"
"docdbRS71004A","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-91504","FP7",2009,"2009-04-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbRS1195U","Patent",2011,"2011-01-01","No domain","No intervention area"
"CORDIS-193234","H2020",2015,"2015-03-01","ICT","Advanced computing and Big Data"
"docdbRS1147U","Patent",2010,"2010-01-01","Health & wellbeing","Noncommunicable and rare diseases"
"CORDIS-101711","FP7",2011,"2011-12-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbWO2009061229A2","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20100410A2","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS879U","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20080355A","Patent",2010,"2010-01-01","Environmental sciences and industries","Circular systems"
"CORDIS-93572","FP7",2010,"2010-01-01","ICT","Artificial intelligence and robotics"
"CORDIS-111044","FP7",2013,"2013-12-01","Health & wellbeing","Environmental and social health determinants"
"docdbUS2012125157A1","Patent",2012,"2012-01-01","Energy","Energy supply"
"docdbRS20140327A1","Patent",2014,"2014-01-01","ICT","Artificial intelligence and robotics"
"docdbRS20090435A","Patent",2010,"2010-01-01","Process industries and materials","Energy supply"
"CORDIS-185730","FP7",2014,"2014-05-12","ICT","Advanced computing and Big Data"
"docdbRS95104A","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2008056196A1","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20080276A","Patent",2009,"2009-01-01","Heavy machinery","Energy storage"
"docdbRS20100349A2","Patent",2012,"2012-01-01","Process industries and materials","Advanced materials"
"docdbCA2853332A1","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-101496","FP7",2011,"2011-02-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-191752","CIP",2012,"2012-02-15","ICT","Advanced computing and Big Data"
"docdbWO2014170627A1","Patent",2014,"2014-01-01","Energy","Low-carbon and clean industries"
"EACEA-507463","Culture",2010,"2010-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"CORDIS-193234","H2020",2015,"2015-03-01","ICT","Social and economic transformations"
"552343-CREA-1-2014-1-MK-CULT-COOP1","Creative Europe",2014,"2014-01-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"552722-CREA-1-2014-1-MK-CULT-LIT1","Creative Europe",2014,"2014-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"CORDIS-94826","FP7",2008,"2008-11-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"CORDIS-94575","FP7",2010,"2010-05-01","ICT","Social and economic transformations"
"CORDIS-87264","FP7",2008,"2008-05-01","ICT","Advanced computing and Big Data"
"CORDIS-191776","CIP",2014,"2014-02-01","ICT","Next generation internet"
"docdbRS20090175A","Patent",2011,"2011-01-01","Energy","Advanced materials"
"docdbRS20090304A","Patent",2011,"2011-01-01","Heavy machinery","Food systems"
"docdbRS20080620A","Patent",2010,"2010-01-01","Heavy machinery","Energy supply"
"CORDIS-202708","H2020",2016,"2016-05-01","ICT","Next generation internet"
"CORDIS-193919","H2020",2015,"2015-02-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"docdbRS1083U","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20070404A","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20090431A","Patent",2011,"2011-01-01","Heavy machinery","Energy supply"
"docdbWO2011159181A2","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2016133418A1","Patent",2016,"2016-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20100076A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2013136132A1","Patent",2013,"2013-01-01","Environmental sciences and industries","Energy supply"
"docdbRS20100002A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20110540A1","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbEP2687805A1","Patent",2014,"2014-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2011004210A2","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20140090A1","Patent",2014,"2014-01-01","Health & wellbeing","Noncommunicable and rare diseases"
"docdbRS1176U","Patent",2010,"2010-01-01","Process industries and materials","Low-carbon and clean industries"
"docdbWO2011072465A1","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbCA2696502A1","Patent",2009,"2009-01-01","Heavy machinery","Energy supply"
"docdbRS20110565A1","Patent",2013,"2013-01-01","Electric and electronic technologies","Advanced materials"
"docdbRS20090565A","Patent",2011,"2011-01-01","Energy","Energy supply"
"docdbWO2007105976A2","Patent",2007,"2007-01-01","Energy","Energy supply"
"docdbRS20150281A1","Patent",2016,"2016-01-01","Energy","Energy supply"
"docdbRS1080U","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20060152A","Patent",2007,"2007-01-01","No domain","No intervention area"
"docdbRS897U","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20080352A","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS859U","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20070143A","Patent",2009,"2009-01-01","Energy","Advanced materials"
"docdbRS20150755A1","Patent",2016,"2016-01-01","ICT","Advanced computing and Big Data"
"docdbUS2013191715A1","Patent",2013,"2013-01-01","ICT","Artificial intelligence and robotics"
"561329-CREA-1-2015-1-MK-CULT-LIT1","Creative Europe",2015,"2015-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"docdbRS20050862A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-95906","FP7",2010,"2010-10-01","ICT","Artificial intelligence and robotics"
"docdbRS20060444A","Patent",2008,"2008-01-01","Process industries and materials","Advanced materials"
"docdbRS20100175A","Patent",2011,"2011-01-01","Food","Advanced materials"
"docdbRS1166U","Patent",2010,"2010-01-01","Electric and electronic technologies","Energy storage"
"CORDIS-212417","H2020",2017,"2017-11-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbRS20090032A","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-107662","FP7",2013,"2013-03-01","Transport","Clean transport and mobility"
"docdbUS2011253068A1","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20120187A1","Patent",2013,"2013-01-01","ICT","Advanced computing and Big Data"
"docdbRS20050268A","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20080515A","Patent",2010,"2010-01-01","Heavy machinery","Advanced materials"
"docdbWO2011017780A2","Patent",2011,"2011-01-01","Heavy machinery","Energy supply"
"docdbRS20120312A1","Patent",2014,"2014-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbUS2011280707A1","Patent",2011,"2011-01-01","Energy","Energy supply"
"docdbGB2528277A","Patent",2016,"2016-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20080248A","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbAT536250T","Patent",2011,"2011-01-01","Heavy machinery","Clean transport and mobility"
"docdbRS20060304A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-97207","FP7",2010,"2010-11-01","Better societies - governance, culture, education and the economy","Next generation internet"
"EACEA-536587","Culture",2013,"2013-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"docdbRS20140491A1","Patent",2015,"2015-01-01","Energy","Energy supply"
"CORDIS-95923","FP7",2010,"2010-05-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbRS20060090A","Patent",2007,"2007-01-01","Health & wellbeing","Health care systems"
"CORDIS-193227","H2020",2014,"2014-05-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"CORDIS-102038","FP7",2012,"2012-01-01","ICT","Next generation internet"
"CORDIS-199978","H2020",2015,"2015-12-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbWO2014195790A1","Patent",2014,"2014-01-01","Heavy machinery","Energy supply"
"docdbRS1341U","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20060646A","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-105604","FP7",2012,"2012-09-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"docdbRS20140001A1","Patent",2015,"2015-01-01","Health & wellbeing","Infectious diseases"
"docdbRS20110092A1","Patent",2013,"2013-01-01","Electric and electronic technologies","Energy supply"
"CORDIS-200158","H2020",2016,"2016-03-01","Energy","Energy supply"
"docdbRS20140105A1","Patent",2014,"2014-01-01","ICT","Artificial intelligence and robotics"
"docdbRS20080037A","Patent",2009,"2009-01-01","Process industries and materials","Circular systems"
"docdbRS20120102A1","Patent",2013,"2013-01-01","Energy","Energy supply"
"docdbRS20100319A2","Patent",2012,"2012-01-01","ICT","Low-carbon and clean industries"
"docdbRS1346U","Patent",2013,"2013-01-01","Heavy machinery","Tools, technologies and digital solutions for health"
"552632-CREA-1-2014-1-MK-CULT-LIT1","Creative Europe",2014,"2014-01-01","Better societies - governance, culture, education and the economy","Environmental and social health determinants"
"docdbKR20140089413A","Patent",2014,"2014-01-01","Energy","Low-carbon and clean industries"
"docdbRS20100571A","Patent",2011,"2011-01-01","Electric and electronic technologies","Low-carbon and clean industries"
"CORDIS-96636","FP7",2010,"2010-08-01","ICT","Social and economic transformations"
"EUREKA-Network_Projects-2122","Eureka",2011,"2011-01-01","Energy","Energy systems and grids"
"CORDIS-197358","H2020",2015,"2015-07-01","Food","Agriculture, forestry and rural areas"
"docdbRS20080354A","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20110285A1","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20070064A","Patent",2009,"2009-01-01","Food","Advanced materials"
"EACEA-513688","Culture",2011,"2011-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"EACEA-536581","Culture",2013,"2013-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"docdbRS20140537A1","Patent",2016,"2016-01-01","Energy","Advanced materials"
"docdbRS20050717A","Patent",2008,"2008-01-01","ICT","Advanced computing and Big Data"
"docdbRS20090544A","Patent",2011,"2011-01-01","Heavy machinery","Energy supply"
"docdbUS2011132378A1","Patent",2011,"2011-01-01","Health & wellbeing","Artificial intelligence and robotics"
"EACEA-513674","Culture",2011,"2011-01-01","ICT","Next generation internet"
"CORDIS-87931","FP7",2008,"2008-09-01","ICT","Social and economic transformations"
"docdbRS20130108A1","Patent",2014,"2014-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20100018A","Patent",2010,"2010-01-01","ICT","Advanced computing and Big Data"
"docdbRS97804A","Patent",2007,"2007-01-01","ICT","Next generation internet"
"docdbRS20100343A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbUS2012234976A1","Patent",2012,"2012-01-01","Heavy machinery","Energy systems and grids"
"docdbUS2012321759A1","Patent",2012,"2012-01-01","Food","Noncommunicable and rare diseases"
"docdbRS20060636A","Patent",2009,"2009-01-01","Process industries and materials","Advanced materials"
"docdbRS20090066A","Patent",2011,"2011-01-01","ICT","Advanced computing and Big Data"
"docdbRS20050608A","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20090069A","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
