"riactivityId","affiliationName","countryName","riactivityType"
"docdbRS20090038A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-198368","PREDUZECE ZA INFORMACIONE TEHNOLOGIJE I ELEKTRONSKO TRGOVANJE BELIT DOO","Serbia","H2020"
"572996-CREA-1-2016-1-BA-MED-MARKETACC","OBALA ART CENTAR SARAJEVO UG","Bosnia and Herzegovina","Creative Europe"
"docdbRS20120550A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070443A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-208430","MINISTARSTVO PROSVETE, NAUKE I TEHNOLOSKOG RAZVOJA","Serbia","H2020"
"docdbRS20080055A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS955U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-193229","University of Belgrade","Serbia","H2020"
"EACEA-536077","University of Arts in Belgrade","Serbia","Culture"
"docdbRS20060645A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080165A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050870A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20110402A1","RT-RK Computer Based Systems LLC","Serbia","Patent"
"CORDIS-97148","Polytechnic University of Tirana","Albania","FP7"
"docdbRS20100261A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-193380","PRIVREDNO DRUSTVO ZA PRUZANJE USLUGA ISTRAZIVANJE I RAZVOJ NISSATECH INNOVATION CENTRE DOO","Serbia","H2020"
"CORDIS-211161","JAVNO PREDUZECE BIT CENTAR DOO U TUZLI","Bosnia and Herzegovina","H2020"
"docdbBRPI0817991A2","UNILEVER NV ","Albania","Patent"
"docdbRS20050833A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2012142680A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS853U","OMV JUGOSLAVIJA D O O ","Serbia","Patent"
"docdbRS1192U","GUARDIAN PROTEC D O O ","Serbia","Patent"
"docdbRS20110049A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080352A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2013001029A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1218U","Institute Kirilo Savic","Serbia","Patent"
"docdbRS20060630A","Military Technical Institute (VTI) Belgrade","Serbia","Patent"
"CORDIS-88477","Poljoprivredni Fakultet (Bosnia and Herzegovina)","Bosnia and Herzegovina","FP7"
"docdbRS20100157A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100344A2","Individual applicant (Serbia)","Serbia","Patent"
"EACEA-522539","Walking Theory","Serbia","Culture"
"docdbRS20110345A2","ISTREETLIGHT DOO ","Serbia","Patent"
"docdbRS20090069A","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2011136097A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-206769","University of Kragujevac","Serbia","H2020"
"docdbRS1415U1","Individual applicant (Serbia)","Serbia","Patent"
"EACEA-536656","Somborski Omladinski Boom","Serbia","Culture"
"CORDIS-198368","BEOGRADSKE ELEKTRANE","Serbia","H2020"
"docdbRS20100427A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS847U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS858U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090376A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050847A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130133A1","Institute for Physics (U Belgrade)","Serbia","Patent"
"CORDIS-207198","JAVNA USTANOVA UNIVERZITET CRNE GORE PODGORICA","Montenegro","H2020"
"docdbRS20150322A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-193224","INSTITUT ZA BIOLOSKA ISTRAZIVANJA","Serbia","H2020"
"docdbRS20080275A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060686A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS921U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20140651A1","011LAB DOO ","Serbia","Patent"
"docdbWO2012067531A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070233A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080144A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060324A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080094A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-98094","Astronomical Observatory Belgrade","Serbia","FP7"
"docdbRS20110373A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbBG110460A","KLIK MEE D O O ","Serbia","Patent"
"docdbRS1298U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060184A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100316A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20120085A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1309U","SOUTHEAST EUROP INST D O O ","Serbia","Patent"
"docdbME01450B","Individual applicant (Montenegro)","Montenegro","Patent"
"docdbEP2183478A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-193290","INSTITUT ZA STOCARSTVO BEOGRAD-ZEMUN","Serbia","H2020"
"docdbRS20060501A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-100737","CITY OF SKOPJE","Macedonia","FP7"
"docdbRS20050840A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2007048146A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1170U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1088U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060616A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-106829","Makedonsko zdruzenie za sonceva energija SOLAR MAKEDONIJA","Macedonia","FP7"
"EUREKA-Network_Projects-1813","SZR 'M&S'","Serbia","Eureka"
"CORDIS-109803","PRIVREDNO DRUSTVO ZA PRUZANJE USLUGA ISTRAZIVANJE I RAZVOJ NISSATECH INNOVATION CENTRE DOO","Serbia","FP7"
"docdbRS1163U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070501A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070062A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-106482","DRUSTVO ZA KONSALTING, RAZVOJ I IMPLEMENTACIJU INFORMACIONIH I KOMUNIKACIONIH TEHNOLOGIJA DUNAVNET DOO","Serbia","FP7"
"docdbRS20140638A1","RT-RK Computer Based Systems LLC","Serbia","Patent"
"docdbRS20080403A","Minel - Vision Co.","Serbia","Patent"
"docdbWO2016197211A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"CORDIS-89487","Mihajlo Pupin Institute (U Belgrade)","Serbia","FP7"
"docdbRS1331U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-211928","Mihajlo Pupin Institute (U Belgrade)","Serbia","H2020"
"docdbRS20100260A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1345U","VUCOMM D O O ","Serbia","Patent"
"docdbUS2013267404A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080184A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-200840","GRAD SABAC","Serbia","H2020"
"docdbRS20070316A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-110939","JAVNA USTANOVA UNIVERZITET U TUZLI UNIVERSITAS STUDIORUM TUZLAENSIS","Bosnia and Herzegovina","FP7"
"583860-CREA-1-2017-1-FR-CULT-COOP1","CENTAR ZA ZASTUPANJE GRADANSKIH INTERESA","Bosnia and Herzegovina","Creative Europe"
"EACEA-536323","Refraction Association","Albania","Culture"
"docdbRS20060520A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-92316","University Clinic of Psychiatry","Macedonia","FP7"
"CORDIS-99992","VISOKA TEHNICKA SKOLA STRUKOVNIH STUDIJA U ZRENJANINU","Serbia","FP7"
"EACEA-512488","MUZICKI CENTAR CRNE GORE (MONTENEGRIN MUSIC CENTER)","Montenegro","Culture"
"docdbRS20070061A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-193402","CITY OF SKOPJE","Macedonia","H2020"
"CORDIS-196935","BIOSENSE INSTITUTE - RESEARCH AND DEVELOPMENT INSTITUTE FOR INFORMATION TECHNOLOGIES IN BIOSYSTEMS","Serbia","H2020"
"docdbRS20130476A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2014189400A1","AXON DOO ","Serbia","Patent"
"CORDIS-104417","University of Novi Sad","Serbia","FP7"
"docdbRS20140279A1","RT-RK Computer Based Systems LLC","Serbia","Patent"
"CORDIS-205256","ZAVOD ZA ZASTITU SPOMENIKA KULTURE KRAGUJEVAC","Serbia","H2020"
"docdbRS20070285A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20150423A1","PROJEKTINZENJERING TIM D O O ","Serbia","Patent"
"docdbRS1186U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-109711","DRUSTVO ZA KONSALTING, RAZVOJ I IMPLEMENTACIJU INFORMACIONIH I KOMUNIKACIONIH TEHNOLOGIJA DUNAVNET DOO NOVI SAD","Serbia","FP7"
"CORDIS-109872","University of Belgrade","Serbia","FP7"
"docdbRS20110116A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1090U","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2007059442A2","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"CORDIS-191784","University of Belgrade","Serbia","CIP"
"docdbUS2010282007A1","Individual applicant (Albania)","Albania","Patent"
"CORDIS-211161","SARAJEVSKA REGIONALNA RAZVOJNA AGENCIJA SERDA DOO SARAJEVO","Bosnia and Herzegovina","H2020"
"CORDIS-88396","Ss. Cyril and Methodius University of Skopje","Macedonia","FP7"
"docdbUS2014068279A1","PERSONAL INC","Bosnia and Herzegovina","Patent"
"552461-CREA-1-2014-1-AT-CULT-COOP2","CENTAR ZA PROMOCIJU NAUKE","Serbia","Creative Europe"
"CORDIS-200151","University of Kragujevac","Serbia","H2020"
"docdbUS2013191723A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2015143511A1","Vlatacom Institut DOO Beograd","Serbia","Patent"
"552580-CREA-1-2014-1-RS-CULT-LIT1","DRUSTVO ZA IZDAVACKU DELATNOST PROMET I USLUGE DARKWOOD DOO","Serbia","Creative Europe"
"CORDIS-86675","ICM Electronics doo","Serbia","FP7"
"CORDIS-191928","Evrogeomatika d.o.o.","Serbia","CIP"
"CORDIS-101998","DJORDJEVIC SPECIJALISTICKA ORDINACIJA IZ INTERNE MEDICINE PROFESOR DR PREDRAG DORDEVIC DEDINJE PREDUZETNIK","Serbia","FP7"
"CORDIS-90646","MINISTARSTVO PROSVETE, NAUKE I TEHNOLOSKOG RAZVOJA","Serbia","FP7"
"docdbRS20130082A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbBRPI1003881A2","GAPLAST GMBH ","Albania","Patent"
"docdbRS20070296A","Individual applicant (Serbia)","Serbia","Patent"
"docdbEP2847442A1","Individual applicant (Serbia)","Serbia","Patent"
"577573-CREA-1-2016-1-IT-MED-AUDEV","JUGOSLOVENSKA KINOTEKA","Serbia","Creative Europe"
"docdbRS1146U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060398A","Individual applicant (Serbia)","Serbia","Patent"
"552644-CREA-1-2014-1-RS-CULT-LIT1","DRUSTVO ZA IZDAVASTVO, ZASTUPANJE I USLUGE GEOPOETIKA IZDAVASTVO DOO","Serbia","Creative Europe"
"docdbWO2013125969A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060701A","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-1673","Singidunum University","Serbia","Eureka"
"docdbRS1326U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1173U","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2010136196A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20120346A1","FRIKOM AD ","Serbia","Patent"
"docdbRS919U","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2009102228A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS991U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130540A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-94906","University of Belgrade","Serbia","FP7"
"EACEA-536575","Centar tradicionalne kulture i umetnosti Kosta Abrašević","Serbia","Culture"
"docdbUS2013205013A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2009136804A2","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-100501","JP","Serbia","FP7"
"docdbRS20100148A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090124A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-97822","INSTITUT ZA MEDICINSKA ISTRA IVANJA","Serbia","FP7"
"CORDIS-111019","CENTAR ZA PROMOCIJU NAUKE","Serbia","FP7"
"CORDIS-98188","University of Belgrade","Serbia","FP7"
"559644-CREA-1-2015-1-DE-CULT-COOP1","ORKESTAR BEZ GRANICA UDRUZENJE","Serbia","Creative Europe"
"CORDIS-194045","Mihajlo Pupin Institute (U Belgrade)","Serbia","H2020"
"CORDIS-87271","VICTORIAOIL AKCIONARSKO DRUSTVO FABRIKA ZA PRERADU ULJARICA SID","Serbia","FP7"
"docdbRS1459U1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1319U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20120073A1","University of Novi Sad","Serbia","Patent"
"CORDIS-207192","Albanian Geological Survey","Albania","H2020"
"docdbDE202009004384U1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"561207-CREA-1-2015-1-AL-CULT-LIT1","ALBAS","Albania","Creative Europe"
"docdbUS2010102198A1","Pre-Form Systems Doo","Serbia","Patent"
"docdbRS20090135A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060594A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2016171576A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100512A2","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-203294","BITGEAR WIRELESS DESIGN SERVICES DOO","Serbia","H2020"
"docdbRS1139U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20160565A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130170A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1228U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-89489","THE ASSOCIATION OF CITIZENS EXIT CENTAR - IT BUSINESS SUPPORT CENTRE","Bosnia and Herzegovina","FP7"
"docdbUS2015366478A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1048U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100184A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20140207A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-197975","ECONOMIC CHAMBER OF MACEDONIA","Macedonia","H2020"
"docdbRS1278U","University of Novi Sad","Serbia","Patent"
"594342-CREA-1-2017-1-RS-CULT-LIT1","OBADOVIC MARIJA","Serbia","Creative Europe"
"docdbRS1161U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-199730","REPUBLICKI ZAVOD ZA ZDRAVSTVENA ZASTITA","Macedonia","H2020"
"docdbRS20110353A2","RT-RK Computer Based Systems LLC","Serbia","Patent"
"docdbRS20120482A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070118A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20160053A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS20100569A","University of Belgrade","Serbia","Patent"
"docdbRS1021U","Individual applicant (Serbia)","Serbia","Patent"
"EACEA-536221","Association of Architects in Bosnia and Herzegovina","Bosnia and Herzegovina","Culture"
"docdbRS20100395A2","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-86244","University of Belgrade","Serbia","FP7"
"docdbRS1441U1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080363A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090362A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2016064291A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-101711","University of Novi Sad","Serbia","FP7"
"docdbUS2010307485A1","Individual applicant (Montenegro)","Montenegro","Patent"
"EUREKA-Network_Projects-2162","IRC NIC A.D. UZICE","Serbia","Eureka"
"docdbRS20110346A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-193363","FACULTY OF CIVIL ENGINEERING","Serbia","H2020"
"docdbRS20130270A1","University of Belgrade","Serbia","Patent"
"docdbMEP18609A","Individual applicant (Montenegro)","Montenegro","Patent"
"docdbRS20140318A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060078A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080151A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20120221A1","Individual applicant (Serbia)","Serbia","Patent"
"585307-CREA-1-2017-1-RS-MED-MARKETACC","MEGUNARODNI FESTIVAL DOKUMENTARNOG FILMA BELDOCS","Serbia","Creative Europe"
"docdbRS20060261A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1303U","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS9215527B1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070271A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100328A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS945U","DELTA NOVA D O O ","Serbia","Patent"
"552446-CREA-1-2014-1-HR-CULT-COOP1","MUZEJ SAVREMENE UMETNOSTI VOJVODINE","Serbia","Creative Europe"
"docdbRS20050534A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1356U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS954U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080424A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS864U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-193227","VISOKA TEHNICKA SKOLA STRUKOVNIH STUDIJA U ZRENJANINU","Serbia","H2020"
"CORDIS-89489","INFORMATION AND COMMUNICATION TECHNOLOGIES CHAMBER OF COMMERCE MASIT SKOPJE","Macedonia","FP7"
"552469-CREA-1-2014-1-DE-CULT-COOP2","NU ZAVOD I MUZEJ BITOLA","Macedonia","Creative Europe"
"docdbRS20130409A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbME02384B","Individual applicant (Montenegro)","Montenegro","Patent"
"docdbUS2011132378A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1077U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060380A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-97951","University of Belgrade","Serbia","FP7"
"docdbHRP20090465A2","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"EUREKA-Network_Projects-1921","RT-RK Computer Based Systems LLC","Serbia","Eureka"
"CORDIS-103991","INSTITUT ZA MOLEKULARNU GENETIKU I GENETICKO INZENJERSTVO","Serbia","FP7"
"CORDIS-90220","Institute of Earthquake Engineering and Engineering Seismology-IZIIS","Macedonia","FP7"
"552179-CREA-1-2014-1-IT-CULT-COOP1","FAKULTET ZA MENADZMENT U NOVOM SADU","Serbia","Creative Europe"
"CORDIS-193221","TIDEA DOO BANJA LUKA","Bosnia and Herzegovina","H2020"
"docdbRS20130447A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130157A2","Boris Kidric Institute for Nuclear Sciences","Serbia","Patent"
"docdbGB2515260A","DIGI TEL D O O ","Serbia","Patent"
"docdbWO2015013774A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"CORDIS-194626","DRUSTVO ZA KONSALTING, RAZVOJ I IMPLEMENTACIJU INFORMACIONIH I KOMUNIKACIONIH TEHNOLOGIJA DUNAVNET DOO","Serbia","H2020"
"CORDIS-95208","JAVNA USTANOVA UNIVERZITET CRNE GORE PODGORICA","Montenegro","FP7"
"CORDIS-95372","MINISTARSTVO PROSVJETE I NAUKE","Montenegro","FP7"
"docdbRS20060389A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060090A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS959U","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2009144614A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080313A","SIGMA D O O ","Serbia","Patent"
"572559-CREA-1-2016-1-MK-MED-FESTIVALS","ZDRUZENIE ZA PROMOCIJA NA DOKUMENTARISTIKA MAKEDOKS SKOPJE","Macedonia","Creative Europe"
"docdbRS20160552A1","Individual applicant (Serbia)","Serbia","Patent"
"590558-CREA-1-2017-1-MK-MED-ONLINE3","COMPANY FOR MOVIE PRODUCTION AND DISTRIBUTION CUTAWAY DOOEL IMPORT-EXPORT SKOPJE","Macedonia","Creative Europe"
"EUREKA-Network_Projects-1339","University of Belgrade","Serbia","Eureka"
"559393-CREA-1-2015-1-RO-CULT-COOP1","ASSOCIATION CENTER FOR INTERCULTURAL DIALOGUE - KUMANOVO","Macedonia","Creative Europe"
"docdbUS2015289785A1","DIASENS D O O ","Serbia","Patent"
"docdbRS20100371A2","Individual applicant (Serbia)","Serbia","Patent"
